date,planned_time,channel,campaign_code,focus,media_asset,landing_url,publish_status,published_url,qualified_whatsapp_leads,quotes_sent,orders_paid,revenue_mxn,median_first_response_minutes,owner_notes
2026-08-30,09:30,google_business,daily_20260830_samsung_tipo_original,Samsung TIPO ORIGINAL,assets/images/factory-store-hero-products.png,https://haode.com.mx/pantallas-samsung-zflip-zfold-original-mexico/?utm_source=google_business&utm_medium=organic&utm_campaign=daily_20260830_samsung_tipo_original&utm_content=samsung_tipo_original,pending,,,,,,,
2026-08-30,10:30,facebook,daily_20260830_samsung_tipo_original,Samsung TIPO ORIGINAL,assets/images/factory-store-hero-products.png,https://haode.com.mx/pantallas-samsung-zflip-zfold-original-mexico/?utm_source=facebook&utm_medium=social&utm_campaign=daily_20260830_samsung_tipo_original&utm_content=samsung_tipo_original,pending,,,,,,,
2026-08-30,18:00,whatsapp,daily_20260830_samsung_tipo_original,Samsung TIPO ORIGINAL,assets/images/factory-store-hero-products.png,https://haode.com.mx/pantallas-samsung-zflip-zfold-original-mexico/?utm_source=whatsapp&utm_medium=referral&utm_campaign=daily_20260830_samsung_tipo_original&utm_content=samsung_tipo_original,pending,,,,,,,
2026-08-31,10:30,facebook,daily_20260831_iphone_oled_mayoreo,iPhone OLED,assets/products/iphone-oled/main.jpg,https://haode.com.mx/pantallas-iphone-oled-mayoreo-mexico/?utm_source=facebook&utm_medium=social&utm_campaign=daily_20260831_iphone_oled_mayoreo&utm_content=iphone_oled_mayoreo,pending,,,,,,,
2026-08-31,13:00,instagram,daily_20260831_iphone_oled_mayoreo,iPhone OLED,assets/products/iphone-oled/main.jpg,https://haode.com.mx/pantallas-iphone-oled-mayoreo-mexico/?utm_source=instagram&utm_medium=social&utm_campaign=daily_20260831_iphone_oled_mayoreo&utm_content=iphone_oled_mayoreo,pending,,,,,,,
2026-08-31,18:00,whatsapp,daily_20260831_iphone_oled_mayoreo,iPhone OLED,assets/products/iphone-oled/main.jpg,https://haode.com.mx/pantallas-iphone-oled-mayoreo-mexico/?utm_source=whatsapp&utm_medium=referral&utm_campaign=daily_20260831_iphone_oled_mayoreo&utm_content=iphone_oled_mayoreo,pending,,,,,,,
2026-08-31,13:00,instagram,daily_20260831_micas_hidrogel_catalogo,Micas de hidrogel,assets/products/micas/hd/main.png,https://haode.com.mx/micas-hidrogel-mayoreo-mexico/?utm_source=instagram&utm_medium=social&utm_campaign=daily_20260831_micas_hidrogel_catalogo&utm_content=micas_hidrogel_catalogo,pending,,,,,,,
2026-08-31,16:00,tiktok,daily_20260831_micas_hidrogel_catalogo,Micas de hidrogel,assets/products/micas/hd/main.png,https://haode.com.mx/micas-hidrogel-mayoreo-mexico/?utm_source=tiktok&utm_medium=social&utm_campaign=daily_20260831_micas_hidrogel_catalogo&utm_content=micas_hidrogel_catalogo,pending,,,,,,,
2026-08-31,18:00,whatsapp,daily_20260831_micas_hidrogel_catalogo,Micas de hidrogel,assets/products/micas/hd/main.png,https://haode.com.mx/micas-hidrogel-mayoreo-mexico/?utm_source=whatsapp&utm_medium=referral&utm_campaign=daily_20260831_micas_hidrogel_catalogo&utm_content=micas_hidrogel_catalogo,pending,,,,,,,
2026-09-01,10:30,facebook,daily_20260901_iphone_11_xr_mayoreo,iPhone 11 y XR,assets/products/iphone-incell/11/main.jpg,https://haode.com.mx/pantallas-iphone-11-xr-mayoreo/?utm_source=facebook&utm_medium=social&utm_campaign=daily_20260901_iphone_11_xr_mayoreo&utm_content=iphone_11_xr_mayoreo,pending,,,,,,,
2026-09-01,13:00,instagram,daily_20260901_iphone_11_xr_mayoreo,iPhone 11 y XR,assets/products/iphone-incell/11/main.jpg,https://haode.com.mx/pantallas-iphone-11-xr-mayoreo/?utm_source=instagram&utm_medium=social&utm_campaign=daily_20260901_iphone_11_xr_mayoreo&utm_content=iphone_11_xr_mayoreo,pending,,,,,,,
2026-09-01,18:00,whatsapp,daily_20260901_iphone_11_xr_mayoreo,iPhone 11 y XR,assets/products/iphone-incell/11/main.jpg,https://haode.com.mx/pantallas-iphone-11-xr-mayoreo/?utm_source=whatsapp&utm_medium=referral&utm_campaign=daily_20260901_iphone_11_xr_mayoreo&utm_content=iphone_11_xr_mayoreo,pending,,,,,,,
2026-09-01,09:30,google_business,daily_20260901_gafas_ai_modelos_publicados,Gafas inteligentes AI,assets/products/productos-ai/w610-ai-smart-glasses/main.jpg,https://haode.com.mx/categoria/gafas-inteligentes-ai/?utm_source=google_business&utm_medium=organic&utm_campaign=daily_20260901_gafas_ai_modelos_publicados&utm_content=gafas_ai_modelos_publicados,pending,,,,,,,
2026-09-01,10:30,facebook,daily_20260901_gafas_ai_modelos_publicados,Gafas inteligentes AI,assets/products/productos-ai/w610-ai-smart-glasses/main.jpg,https://haode.com.mx/categoria/gafas-inteligentes-ai/?utm_source=facebook&utm_medium=social&utm_campaign=daily_20260901_gafas_ai_modelos_publicados&utm_content=gafas_ai_modelos_publicados,pending,,,,,,,
2026-09-01,13:00,instagram,daily_20260901_gafas_ai_modelos_publicados,Gafas inteligentes AI,assets/products/productos-ai/w610-ai-smart-glasses/main.jpg,https://haode.com.mx/categoria/gafas-inteligentes-ai/?utm_source=instagram&utm_medium=social&utm_campaign=daily_20260901_gafas_ai_modelos_publicados&utm_content=gafas_ai_modelos_publicados,pending,,,,,,,
2026-09-01,18:00,whatsapp,daily_20260901_gafas_ai_modelos_publicados,Gafas inteligentes AI,assets/products/productos-ai/w610-ai-smart-glasses/main.jpg,https://haode.com.mx/categoria/gafas-inteligentes-ai/?utm_source=whatsapp&utm_medium=referral&utm_campaign=daily_20260901_gafas_ai_modelos_publicados&utm_content=gafas_ai_modelos_publicados,pending,,,,,,,
2026-09-02,09:30,google_business,daily_20260902_pantallas_samsung_mayoreo_mexico,Pantallas Samsung mayoreo,assets/images/factory-store-warehouse.png,https://haode.com.mx/pantallas-samsung-mayoreo-mexico/?utm_source=google_business&utm_medium=organic&utm_campaign=daily_20260902_pantallas_samsung_mayoreo_mexico&utm_content=pantallas_samsung_mayoreo_mexico,pending,,,,,,,
2026-09-02,10:30,facebook,daily_20260902_pantallas_samsung_mayoreo_mexico,Pantallas Samsung mayoreo,assets/images/factory-store-warehouse.png,https://haode.com.mx/pantallas-samsung-mayoreo-mexico/?utm_source=facebook&utm_medium=social&utm_campaign=daily_20260902_pantallas_samsung_mayoreo_mexico&utm_content=pantallas_samsung_mayoreo_mexico,pending,,,,,,,
2026-09-02,18:00,whatsapp,daily_20260902_pantallas_samsung_mayoreo_mexico,Pantallas Samsung mayoreo,assets/images/factory-store-warehouse.png,https://haode.com.mx/pantallas-samsung-mayoreo-mexico/?utm_source=whatsapp&utm_medium=referral&utm_campaign=daily_20260902_pantallas_samsung_mayoreo_mexico&utm_content=pantallas_samsung_mayoreo_mexico,pending,,,,,,,
2026-09-03,10:30,facebook,daily_20260903_pantallas_premium_iphone_samsung,Pantallas premium,assets/img/home-hero-iphone-collage.png,https://haode.com.mx/pantallas-premium-iphone-samsung-fabrica/?utm_source=facebook&utm_medium=social&utm_campaign=daily_20260903_pantallas_premium_iphone_samsung&utm_content=pantallas_premium_iphone_samsung,pending,,,,,,,
2026-09-03,13:00,instagram,daily_20260903_pantallas_premium_iphone_samsung,Pantallas premium,assets/img/home-hero-iphone-collage.png,https://haode.com.mx/pantallas-premium-iphone-samsung-fabrica/?utm_source=instagram&utm_medium=social&utm_campaign=daily_20260903_pantallas_premium_iphone_samsung&utm_content=pantallas_premium_iphone_samsung,pending,,,,,,,
2026-09-03,18:00,whatsapp,daily_20260903_pantallas_premium_iphone_samsung,Pantallas premium,assets/img/home-hero-iphone-collage.png,https://haode.com.mx/pantallas-premium-iphone-samsung-fabrica/?utm_source=whatsapp&utm_medium=referral&utm_campaign=daily_20260903_pantallas_premium_iphone_samsung&utm_content=pantallas_premium_iphone_samsung,pending,,,,,,,
