date,planned_time,channel,campaign_code,focus,media_asset,landing_url,publish_status,published_url,qualified_whatsapp_leads,quotes_sent,orders_paid,revenue_mxn,median_first_response_minutes,owner_notes
2026-08-03,09:30,google_business,daily_20260803_refacciones_mayoreo_mexico,Mayoreo México,assets/images/factory-store-warehouse.png,https://haode.com.mx/refacciones-celulares-mayoreo-mexico/?utm_source=google_business&utm_medium=organic&utm_campaign=daily_20260803_refacciones_mayoreo_mexico&utm_content=refacciones_mayoreo_mexico,pending,,,,,,,
2026-08-03,10:30,facebook,daily_20260803_refacciones_mayoreo_mexico,Mayoreo México,assets/images/factory-store-warehouse.png,https://haode.com.mx/refacciones-celulares-mayoreo-mexico/?utm_source=facebook&utm_medium=organic_social&utm_campaign=daily_20260803_refacciones_mayoreo_mexico&utm_content=refacciones_mayoreo_mexico,pending,,,,,,,
2026-08-03,18:00,whatsapp,daily_20260803_refacciones_mayoreo_mexico,Mayoreo México,assets/images/factory-store-warehouse.png,https://haode.com.mx/refacciones-celulares-mayoreo-mexico/?utm_source=whatsapp&utm_medium=referral&utm_campaign=daily_20260803_refacciones_mayoreo_mexico&utm_content=refacciones_mayoreo_mexico,pending,,,,,,,
2026-08-04,10:30,facebook,daily_20260804_samsung_oled_mayoreo,Samsung OLED,assets/products/samsung-oled/main.jpg,https://haode.com.mx/app/?utm_source=facebook&utm_medium=organic_social&utm_campaign=daily_20260804_samsung_oled_mayoreo&utm_content=samsung_oled_mayoreo#categoria/Pantallas%20Samsung%20OLED,pending,,,,,,,
2026-08-04,13:00,instagram,daily_20260804_samsung_oled_mayoreo,Samsung OLED,assets/products/samsung-oled/main.jpg,https://haode.com.mx/app/?utm_source=instagram&utm_medium=organic_social&utm_campaign=daily_20260804_samsung_oled_mayoreo&utm_content=samsung_oled_mayoreo#categoria/Pantallas%20Samsung%20OLED,pending,,,,,,,
2026-08-04,18:00,whatsapp,daily_20260804_samsung_oled_mayoreo,Samsung OLED,assets/products/samsung-oled/main.jpg,https://haode.com.mx/app/?utm_source=whatsapp&utm_medium=referral&utm_campaign=daily_20260804_samsung_oled_mayoreo&utm_content=samsung_oled_mayoreo#categoria/Pantallas%20Samsung%20OLED,pending,,,,,,,
2026-08-05,09:30,google_business,daily_20260805_samsung_tipo_original,Samsung TIPO ORIGINAL,assets/images/factory-store-hero-products.png,https://haode.com.mx/app/?utm_source=google_business&utm_medium=organic&utm_campaign=daily_20260805_samsung_tipo_original&utm_content=samsung_tipo_original#categoria/Pantallas%20Samsung%20Original,pending,,,,,,,
2026-08-05,10:30,facebook,daily_20260805_samsung_tipo_original,Samsung TIPO ORIGINAL,assets/images/factory-store-hero-products.png,https://haode.com.mx/app/?utm_source=facebook&utm_medium=organic_social&utm_campaign=daily_20260805_samsung_tipo_original&utm_content=samsung_tipo_original#categoria/Pantallas%20Samsung%20Original,pending,,,,,,,
2026-08-05,18:00,whatsapp,daily_20260805_samsung_tipo_original,Samsung TIPO ORIGINAL,assets/images/factory-store-hero-products.png,https://haode.com.mx/app/?utm_source=whatsapp&utm_medium=referral&utm_campaign=daily_20260805_samsung_tipo_original&utm_content=samsung_tipo_original#categoria/Pantallas%20Samsung%20Original,pending,,,,,,,
2026-08-06,10:30,facebook,daily_20260806_celulares_samsung_oferta,Celulares Samsung,assets/images/factory-store-storefront.png,https://haode.com.mx/app/?utm_source=facebook&utm_medium=organic_social&utm_campaign=daily_20260806_celulares_samsung_oferta&utm_content=celulares_samsung_oferta#categoria/Celulares%20Samsung,pending,,,,,,,
2026-08-06,13:00,instagram,daily_20260806_celulares_samsung_oferta,Celulares Samsung,assets/images/factory-store-storefront.png,https://haode.com.mx/app/?utm_source=instagram&utm_medium=organic_social&utm_campaign=daily_20260806_celulares_samsung_oferta&utm_content=celulares_samsung_oferta#categoria/Celulares%20Samsung,pending,,,,,,,
2026-08-06,18:00,whatsapp,daily_20260806_celulares_samsung_oferta,Celulares Samsung,assets/images/factory-store-storefront.png,https://haode.com.mx/app/?utm_source=whatsapp&utm_medium=referral&utm_campaign=daily_20260806_celulares_samsung_oferta&utm_content=celulares_samsung_oferta#categoria/Celulares%20Samsung,pending,,,,,,,
2026-08-07,10:30,facebook,daily_20260807_iphone_11_xr_mayoreo,iPhone 11 y XR,assets/products/iphone-incell/11/main.jpg,https://haode.com.mx/pantallas-iphone-11-xr-mayoreo/?utm_source=facebook&utm_medium=organic_social&utm_campaign=daily_20260807_iphone_11_xr_mayoreo&utm_content=iphone_11_xr_mayoreo,pending,,,,,,,
2026-08-07,13:00,instagram,daily_20260807_iphone_11_xr_mayoreo,iPhone 11 y XR,assets/products/iphone-incell/11/main.jpg,https://haode.com.mx/pantallas-iphone-11-xr-mayoreo/?utm_source=instagram&utm_medium=organic_social&utm_campaign=daily_20260807_iphone_11_xr_mayoreo&utm_content=iphone_11_xr_mayoreo,pending,,,,,,,
2026-08-07,18:00,whatsapp,daily_20260807_iphone_11_xr_mayoreo,iPhone 11 y XR,assets/products/iphone-incell/11/main.jpg,https://haode.com.mx/pantallas-iphone-11-xr-mayoreo/?utm_source=whatsapp&utm_medium=referral&utm_campaign=daily_20260807_iphone_11_xr_mayoreo&utm_content=iphone_11_xr_mayoreo,pending,,,,,,,
2026-08-08,09:30,google_business,daily_20260808_pantallas_samsung_mayoreo_mexico,Pantallas Samsung mayoreo,assets/images/factory-store-warehouse.png,https://haode.com.mx/pantallas-samsung-mayoreo-mexico/?utm_source=google_business&utm_medium=organic&utm_campaign=daily_20260808_pantallas_samsung_mayoreo_mexico&utm_content=pantallas_samsung_mayoreo_mexico,pending,,,,,,,
2026-08-08,10:30,facebook,daily_20260808_pantallas_samsung_mayoreo_mexico,Pantallas Samsung mayoreo,assets/images/factory-store-warehouse.png,https://haode.com.mx/pantallas-samsung-mayoreo-mexico/?utm_source=facebook&utm_medium=organic_social&utm_campaign=daily_20260808_pantallas_samsung_mayoreo_mexico&utm_content=pantallas_samsung_mayoreo_mexico,pending,,,,,,,
2026-08-08,18:00,whatsapp,daily_20260808_pantallas_samsung_mayoreo_mexico,Pantallas Samsung mayoreo,assets/images/factory-store-warehouse.png,https://haode.com.mx/pantallas-samsung-mayoreo-mexico/?utm_source=whatsapp&utm_medium=referral&utm_campaign=daily_20260808_pantallas_samsung_mayoreo_mexico&utm_content=pantallas_samsung_mayoreo_mexico,pending,,,,,,,
2026-08-09,10:30,facebook,daily_20260809_lista_grande_whatsapp,Lista grande por WhatsApp,assets/images/factory-store-hero-products.png,https://haode.com.mx/app/?utm_source=facebook&utm_medium=organic_social&utm_campaign=daily_20260809_lista_grande_whatsapp&utm_content=lista_grande_whatsapp#lista,pending,,,,,,,
2026-08-09,13:00,instagram,daily_20260809_lista_grande_whatsapp,Lista grande por WhatsApp,assets/images/factory-store-hero-products.png,https://haode.com.mx/app/?utm_source=instagram&utm_medium=organic_social&utm_campaign=daily_20260809_lista_grande_whatsapp&utm_content=lista_grande_whatsapp#lista,pending,,,,,,,
2026-08-09,18:00,whatsapp,daily_20260809_lista_grande_whatsapp,Lista grande por WhatsApp,assets/images/factory-store-hero-products.png,https://haode.com.mx/app/?utm_source=whatsapp&utm_medium=referral&utm_campaign=daily_20260809_lista_grande_whatsapp&utm_content=lista_grande_whatsapp#lista,pending,,,,,,,
